growth_rate_hr,mass_fraction,source,method,notes
0.027119883040935672,0.05405128205128206,Nicklisch & Steinberg 2009 (pico-alga),,"chlorophycean pico-alga; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.027217554986832832,0.06124031007751938,Nicklisch & Steinberg 2009 (pico-alga),,"chlorophycean pico-alga; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.03057186699531197,0.052033152033152036,Nicklisch & Steinberg 2009 (pico-alga),,"chlorophycean pico-alga; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
,,,,
0.014410782049166801,0.0342528735632184,Nicklisch & Steinberg 2009 (Chlamydomonas spec.),,"Chlamydomonas spec.; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.010355434039644566,0.0039194139194139175,Nicklisch & Steinberg 2009 (Chlamydomonas spec.),,"Chlamydomonas spec.; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.020419841691771516,0.04237416904083571,Nicklisch & Steinberg 2009 (Chlamydomonas spec.),,"Chlamydomonas spec.; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.03731023687164038,0.09162393162393162,Nicklisch & Steinberg 2009 (Chlamydomonas spec.),,"Chlamydomonas spec.; Fig. 5 upper panel, growth rate d^-1 converted to hr^-1 by /24"
,,,,
0.007449805941185252,0.02671685002895194,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.007522159109949398,0.03079942805147537,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.009664656587962176,0.04559631012519218,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.011104269293924466,0.029656050955414008,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.011395205636384466,0.036567915864316396,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.011531751294682329,0.040965213130818225,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.016675028887672565,0.054437367303609346,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.016737039643443585,0.057827115559599636,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.017182881773399016,0.057454777070063696,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.017615235749472203,0.04777616014558689,Nicklisch & Steinberg 2009 (R. minuta),,"Rhodomonas minuta; Fig. 6 upper panel, growth rate d^-1 converted to hr^-1 by /24"
,,,,
0.020108549986598768,0.17801104368268547,Nicklisch & Steinberg 2009 (C. invisitatus),,"Cyclotaphanos invisitatus; Fig. 4 upper panel, growth rate d^-1 converted to hr^-1 by /24"
0.0276490514905149,0.2349640685461581,Nicklisch & Steinberg 2009 (C. invisitatus),,"Cyclotaphanos invisitatus; Fig. 4 upper panel, growth rate d^-1 converted to hr^-1 by /24"
,,,,
0.042,0.121182,"Harrison et al., 1976 (S. costatum; NH4-lim)",ammonium (NH4)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.054,0.137529,"Harrison et al., 1976 (S. costatum; NH4-lim)",ammonium (NH4)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.08,0.17636,"Harrison et al., 1976 (S. costatum; NH4-lim)",ammonium (NH4)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.098,0.161543,"Harrison et al., 1976 (S. costatum; NH4-lim)",ammonium (NH4)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.11,0.17802,"Harrison et al., 1976 (S. costatum; NH4-lim)",ammonium (NH4)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.022,0.0215,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.032,0.041045,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.04,0.06298,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.046,0.068409,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.054,0.074707,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.068,0.117963,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
0.086,0.164915,"Harrison et al., 1976 (S. costatum; SiO2-lim)",silicate (SiO2)-limited; chemostat,"Use N/cell and P/cell (ug-at per 1e7 cells). Estimate phi_R = 2.15*f_P(D)* (P/N). Here f_P(D)=clip(-0.100+9.091*D (h^-1),0,1), chosen so f_P(0.022)=0.1, f_P(0.110)=0.9. Assumes f_N=1 (all cellular N is protein) and constant ribosome"
,,,,
0.08962415341948328,0.11214912517461617,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.17994032647389374,0.1461370886727591,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.28001593636046407,0.1754188352426459,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.3300588022237038,0.23505447497969117,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.3497093628281173,0.25906954759763695,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.3996104456666716,0.2669041490514441,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.44978834666132395,0.314216370011178,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.6297320470818543,0.43170821686769195,"Karpinets et al., 2006 (N. crassa)",vector_extracted_from_pdf,filled triangle (red)
0.028956787547448057,0.08630163931836166,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.09765909143531892,0.15199626607752476,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.10613686638602132,0.12953350984762804,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.2430154733056047,0.2052012118132038,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.3014134415406955,0.2000177479812988,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.3463733949833225,0.20243289011656013,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.43034203860500647,0.23336362427470925,"Karpinets et al., 2006 (P. zopfii)",vector_extracted_from_pdf,open diamond
0.02383179480078944,0.21482177629907193,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.04767166389372037,0.23213411575422993,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.10871964829156092,0.40570305310043275,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.14760891621287728,0.3977922985874029,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.19485326075072681,0.4219489337386754,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.23959612004378508,0.46576316977892707,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.29981364997333165,0.5043449638786448,"Karpinets et al., 2006 (S. coelicolor)",vector_extracted_from_pdf,open square
0.04980911059856312,0.17958028920783176,"Karpinets et al., 2006 (S. ruminantium)",vector_extracted_from_pdf,plus
0.25005571841072277,0.15112550903659272,"Karpinets et al., 2006 (S. ruminantium)",vector_extracted_from_pdf,plus
